"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","stim","timepoint","comparison"
"UTY",6.40878263669148e-45,2.37227488501276,0.74,0.221,4.01894759146923e-40,"15","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"LINC00278",6.22081264983461e-42,3.21676278941831,0.618,0.115,3.90107161271128e-37,"15","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"C4orf45",1.20575852165482e-41,-6.24311376350625,0.068,0.442,7.56131168929735e-37,"15","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"DDX3Y",5.32673048883347e-41,3.20048982638869,0.558,0.096,3.34039268954747e-36,"15","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"USP9Y",1.04547356223791e-40,2.19126743544694,0.642,0.154,6.55616470879394e-36,"15","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"ELMO2P1",1.42234529788648e-36,-9.36514653159217,0,0.337,8.91952736304609e-32,"15","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"XIST",9.02388661815895e-36,-1.75513776966088,0.222,0.745,5.65887929824748e-31,"15","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"RPS4Y1",2.31813798801162e-34,1.69192887752949,0.55,0.13,1.45370433228208e-29,"15","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"ENSG00000267098",9.21018704882765e-34,-7.73657628846597,0.016,0.365,5.77570829831982e-29,"15","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"KDM5D",5.7121874719576e-32,2.9327352192859,0.491,0.101,3.58211276366461e-27,"15","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"PRKY",1.8982128206839e-28,2.27964113195587,0.569,0.154,1.19036925985087e-23,"15","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"CHST8",6.40641187328289e-27,-7.05739563832095,0.011,0.308,4.0174608857357e-22,"15","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"BANP",2.74508253590565e-26,-1.20852810618512,0.786,0.904,1.72144125826643e-21,"15","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"SERPINB10",1.70250711747722e-25,-6.33647446532412,0.008,0.284,1.06764221336997e-20,"15","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
