"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","stim","timepoint","comparison"
"ANK3",2.81256335385215e-218,-1.07217483926808,0.834,0.934,1.76375847920068e-213,"1","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"ZFPM2",5.93867227383343e-201,-5.73761590499794,0.028,0.173,3.72414138292095e-196,"1","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"STAT1",8.95320897907364e-185,1.12669740213215,0.85,0.652,5.61455735077708e-180,"1","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"HFM1",5.38430694210572e-176,-3.24689061143499,0.047,0.242,3.3764988833945e-171,"1","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"OXR1",2.04274587338729e-171,7.09577741909635,0.565,0.381,1.28100593720117e-166,"1","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"LINC01091",1.21984506319627e-152,-6.28850330428236,0.01,0.164,7.64964839130383e-148,"1","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"JDP2",4.26232472096207e-151,7.03329450494437,0.156,0.002,2.67290383251532e-146,"1","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"EEF1A1",2.09550150820803e-147,-0.711523868429954,0.818,0.88,1.31408899579726e-142,"1","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"PCLO",1.80128866437892e-145,-5.76275578532863,0.009,0.134,1.12958812143202e-140,"1","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"ENSG00000232855",1.49502587632312e-135,2.87658364466671,0.319,0.114,9.37530727042226e-131,"1","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"H4C8",3.87938340730025e-134,4.18481256278584,0.192,0.022,2.43276133471799e-129,"1","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"SMOC2",4.64992987348556e-132,-6.45429252058853,0.003,0.112,2.9159710236628e-127,"1","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"RPS6",2.36878646789469e-131,-0.7359866159317,0.744,0.826,1.48546599401676e-126,"1","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"IFI44L",2.14954674719183e-122,1.84469039785619,0.397,0.144,1.347980765164e-117,"1","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"B4GALNT3",3.05995570977573e-121,-5.57677769617704,0.004,0.105,1.91889822560036e-116,"1","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"HRH1",2.03066036440007e-115,-6.03999399948534,0.006,0.12,1.27342711451529e-110,"1","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
