"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","stim","timepoint","comparison"
"ELMO2P1",1.16773889572878e-276,-7.41436441475104,0.002,0.171,7.32289061511518e-272,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"ENSG00000267098",1.49748959406625e-253,-6.15844599131172,0.007,0.17,9.39075724438948e-249,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"ENSG00000235140",1.60488562500393e-248,11.7717202856708,0.182,0,1.00642377543996e-243,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"C4orf45",1.69776902582637e-242,-6.66674498167511,0.009,0.166,1.06467095609572e-237,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"BCAS1",1.36402335448524e-224,6.77781255296605,0.182,0.004,8.55379045597691e-220,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"PPP1R36",1.82988679535654e-204,8.62878195874361,0.155,0.003,1.14752200936809e-199,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"EEF2",4.47678448099965e-187,-0.6861713838145,0.78,0.87,2.80739154803488e-182,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"RPS6",1.75877174478715e-184,-0.799317027727662,0.781,0.871,1.10292576115602e-179,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"SAMD3",5.75121062953872e-178,1.27783632741019,0.616,0.321,3.60658418578373e-173,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"NTSR1",4.94438275968202e-170,-3.26287721564982,0.028,0.188,3.10062242859659e-165,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"RAB38",2.19346692556203e-165,-6.4735817928668,0.004,0.131,1.37552310901995e-160,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"LRRC4C",3.45744112313688e-164,3.6519756014068,0.205,0.031,2.16816132831914e-159,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"ANK3",1.43911846065236e-155,-0.529831977633322,0.965,0.989,9.02471186675093e-151,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"HFM1",1.48687799582079e-154,-2.3677575931592,0.087,0.202,9.32421191179215e-150,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"ENSG00000254303",3.23272470670891e-152,-5.91627866570409,0.005,0.112,2.02724166357716e-147,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"STEAP1B",2.41729215312707e-150,-0.812266383730073,0.765,0.844,1.51588390922599e-145,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"TPT1",2.72127770426047e-149,-0.779740558494207,0.748,0.824,1.70651324834174e-144,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"CHST8",4.19277176905971e-147,-5.95882957528545,0.003,0.106,2.62928717637735e-142,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"ENSG00000265749",4.19020510984808e-145,-5.64496650604048,0.005,0.119,2.62767762438573e-140,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"RACK1",6.71152117444593e-140,-0.831245343226824,0.529,0.663,4.20879492849504e-135,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"CENPK",3.59497022406173e-139,1.30758553289739,0.458,0.208,2.25440582750911e-134,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"RPL11",5.2624424911602e-136,-0.805065184186786,0.612,0.73,3.30007768620656e-131,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"RPS8",5.6379333862549e-128,-0.846645111695178,0.553,0.678,3.53554802652045e-123,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"FGF14",7.36855350286163e-127,3.31428205535694,0.156,0.019,4.62081990164453e-122,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"ENSG00000243276",3.57703207014214e-125,4.03671441726872,0.153,0.019,2.24315681118614e-120,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"RPS3",4.04167853275452e-118,-0.844262196089339,0.526,0.65,2.53453660789036e-113,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"LTBP3",4.03875714599953e-116,-0.782686596210814,0.48,0.592,2.5327046062563e-111,"0","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
