"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","stim","timepoint","comparison"
"LINC02934",3.99105978428953e-112,8.17926043685577,0.259,0.014,2.50279359072796e-107,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"ZFPM2",3.28965511130284e-96,-5.45355076702239,0.043,0.19,2.06294272029801e-91,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"IL12RB2",2.05407057337127e-90,-4.94781988613174,0.021,0.192,1.28810765656112e-85,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"SLC30A10",6.33071673948796e-88,5.21171736446474,0.268,0.026,3.9699924673329e-83,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"HFM1",4.31433005002432e-87,-2.97993284807364,0.081,0.289,2.70551637437025e-82,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"CNTNAP5",1.40615007787792e-82,5.19525303658555,0.276,0.04,8.81796713837242e-78,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"SMOC2",4.38694175230552e-79,-5.58349913616052,0.007,0.157,2.75105117287079e-74,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"ENSG00000233005",7.90847039997505e-79,5.8059993304478,0.221,0.008,4.95940178782436e-74,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"PCLO",1.33338204855563e-75,-5.40835954672013,0.015,0.163,8.36163882649237e-71,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"LRRC52-AS1",1.55760915654424e-72,12.6638456082284,0.135,0,9.76776702068894e-68,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"B4GALNT3",6.61188695493104e-63,-5.04720437549346,0.007,0.125,4.14631430943726e-58,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"IFI44L",1.82747638199326e-62,1.39696358781386,0.699,0.432,1.14601043914797e-57,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"ADAMTS17",5.18596332018373e-62,-4.30313099871203,0.014,0.147,3.25211759808722e-57,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"AFAP1",6.14314444727121e-59,4.58718612210371,0.185,0.009,3.85236588288377e-54,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"APAF1",2.76205916457651e-53,3.27392152845527,0.377,0.226,1.73208730210593e-48,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"XAF1",1.07300286780873e-52,1.14559432673374,0.702,0.452,6.72880098402854e-48,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"MIR4300HG",2.82304913468372e-51,4.42874012263518,0.177,0.012,1.77033411236016e-46,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"TEX53",7.08134220532755e-51,5.71435627240536,0.148,0.003,4.44070969696091e-46,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"PLCB1",1.22839346780763e-49,-2.34582518206596,0.074,0.209,7.70325543662165e-45,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"LINC00845",5.43306654561541e-49,5.69300830336405,0.158,0.004,3.40707603075542e-44,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"MX1",7.21303348554518e-49,1.48638941505027,0.574,0.281,4.52329329878538e-44,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"SLFN5",1.75957744555376e-48,1.65643497802168,0.476,0.188,1.10343101610676e-43,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"LINC01091",3.01930268450699e-46,-5.06064565764397,0.017,0.143,1.89340471345434e-41,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"ENSG00000225689",3.60578320613172e-44,4.09153629957559,0.191,0.025,2.2611866485652e-39,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"CCDC153",6.02727228012339e-43,5.45355067421147,0.122,0.002,3.77970244686538e-38,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"CDH4",3.0588050888712e-42,-3.28862826993543,0.022,0.12,1.91817667123113e-37,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"DDX60",1.58620571211285e-40,1.47075927319017,0.494,0.232,9.9470960206597e-36,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"HRH1",3.64628892492077e-39,-5.18181946626503,0.007,0.112,2.28658778481781e-34,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"EPN2",9.04445882186353e-39,-2.54923813764831,0.075,0.2,5.67178012719062e-34,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"GOLGA1",2.19212349649974e-38,-1.3502440711533,0.328,0.399,1.37468064465499e-33,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"MT-ND4",2.72511716356489e-37,-0.644366722205842,0.737,0.805,1.70892097327154e-32,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"SAMD9L",4.56436323892139e-36,0.758131738995544,0.834,0.726,2.86231218712761e-31,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"EIF2AK2",8.68491650895294e-36,0.928443099693764,0.691,0.483,5.44631114276439e-31,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"TRIO",2.25492464871116e-35,-0.48337720659808,0.96,0.974,1.41406324720677e-30,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"PLCH1",3.39546383793553e-35,-5.26413147648381,0.008,0.103,2.12929537276937e-30,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"ST8SIA1",5.22920051839865e-35,3.11341901040696,0.152,0.028,3.27923164508779e-30,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"MT-RNR1",8.50204531071595e-35,0.551738612228639,0.993,0.998,5.33163261434997e-30,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
"NLGN4X",3.02217229782212e-34,4.42917536764797,0.119,0.006,1.89520424796425e-29,"25","BCG_treated","week44","IGRApos_BCG_44wk_vs_IGRAneg_BCG_44wk"
