"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","stim","timepoint","comparison"
"TFCP2",2.36591684032458e-17,-3.22295319412716,0.425,0.621,1.48366645056754e-12,"11","BCG_treated","week12","IGRApos_BCG_12wk_vs_IGRAneg_BCG_12wk"
"CYP2C23P",3.81065150465503e-16,-8.30668577268923,0,0.143,2.38965955856917e-11,"11","BCG_treated","week12","IGRApos_BCG_12wk_vs_IGRAneg_BCG_12wk"
"PRDM14",7.07747267869415e-15,-7.0474770439679,0,0.121,4.4382831168091e-10,"11","BCG_treated","week12","IGRApos_BCG_12wk_vs_IGRAneg_BCG_12wk"
"CD5L",2.82452332538383e-14,-7.21420482049552,0,0.115,1.7712585773482e-09,"11","BCG_treated","week12","IGRApos_BCG_12wk_vs_IGRAneg_BCG_12wk"
"ENSG00000265781",1.14216852284406e-13,-9.67122014079944,0,0.104,7.16253880675513e-09,"11","BCG_treated","week12","IGRApos_BCG_12wk_vs_IGRAneg_BCG_12wk"
"ENSG00000283982",2.02149868330545e-13,-7.40390614865956,0.002,0.137,1.26768182430085e-08,"11","BCG_treated","week12","IGRApos_BCG_12wk_vs_IGRAneg_BCG_12wk"
"DCLRE1A",3.39835904155187e-11,-3.94542618920739,0.032,0.159,2.13111095495718e-06,"11","BCG_treated","week12","IGRApos_BCG_12wk_vs_IGRAneg_BCG_12wk"
"DMGDH",2.54016901249302e-10,4.49299728220344,0.203,0.038,1.59293998773438e-05,"11","BCG_treated","week12","IGRApos_BCG_12wk_vs_IGRAneg_BCG_12wk"
"GRIK4",5.13534848508742e-10,-5.15704417692649,0.022,0.154,3.22037703499832e-05,"11","BCG_treated","week12","IGRApos_BCG_12wk_vs_IGRAneg_BCG_12wk"
"ADAMTS3",1.12921499726267e-09,-8.40449982891775,0.134,0.297,7.0813072478342e-05,"11","BCG_treated","week12","IGRApos_BCG_12wk_vs_IGRAneg_BCG_12wk"
"FAM210A",1.56205149836453e-09,-2.50000861149959,0.151,0.308,9.79562494624399e-05,"11","BCG_treated","week12","IGRApos_BCG_12wk_vs_IGRAneg_BCG_12wk"
"ENSG00000285658",1.70118866966983e-09,-3.38372203222174,0.028,0.148,0.000106681541474995,"11","BCG_treated","week12","IGRApos_BCG_12wk_vs_IGRAneg_BCG_12wk"
"EFCAB10",1.77517541437782e-09,-4.35004348508284,0.032,0.17,0.000111321250235633,"11","BCG_treated","week12","IGRApos_BCG_12wk_vs_IGRAneg_BCG_12wk"
"SNED1",2.2678435741108e-09,-1.27166463896622,0.341,0.582,0.000142216470532488,"11","BCG_treated","week12","IGRApos_BCG_12wk_vs_IGRAneg_BCG_12wk"
"B2M",2.27666064723283e-09,-0.579793861311845,0.836,0.984,0.000142769389187971,"11","BCG_treated","week12","IGRApos_BCG_12wk_vs_IGRAneg_BCG_12wk"
