"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","stim","timepoint","comparison"
"RNU4-2",0,1.97907554318309,0.755,0.499,0,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"ADAMTS12",0,5.42720606019244,0.236,0.009,0,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"ANK3",0,-0.999842659713174,0.758,0.922,0,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"MT-RNR1",0,0.725983416956208,0.992,0.993,0,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"ACER1",8.64741844223718e-315,-5.19314375761356,0.02,0.222,5.42279610512694e-310,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"WLS",2.80420209872732e-305,7.8171354677497,0.19,0.004,1.7585151361119e-300,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"DAPL1",1.21493262600062e-288,6.72912569418247,0.185,0.003,7.61884249764988e-284,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"ENSG00000231877",2.4046784057675e-273,8.37343151825825,0.165,0.001,1.5079738282568e-268,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"FMN1",2.22891880570666e-254,-3.51029598362541,0.035,0.225,1.39775498305865e-249,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"AKAP6",6.0448064428572e-249,3.56279133115809,0.228,0.025,3.79069812031575e-244,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"ENSG00000237188",3.96638350626041e-248,-3.74485514004973,0.044,0.233,2.48731909677591e-243,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"LINC02238",7.32059230816534e-242,9.73205759402555,0.148,0.002,4.59074343645048e-237,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"NFIA",5.78419786004097e-225,-2.53729461034328,0.128,0.33,3.62727047803169e-220,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"RNF217",3.67203291753468e-224,6.44872463743699,0.149,0.013,2.302731842586e-219,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"ANKRD33B",3.68278796295766e-212,4.66877558435943,0.161,0.009,2.30947633157075e-207,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"NRG1",1.07399057034031e-210,-4.25022929964749,0.031,0.174,6.73499486660411e-206,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"MEOX1",2.69122530466081e-206,8.53862710766676,0.126,0,1.68766738855279e-201,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"CELSR1",3.66342412957096e-190,3.64918307615627,0.191,0.032,2.29733327165395e-185,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"RPS6",2.40412258611013e-189,-0.718040760163918,0.776,0.862,1.50762527374966e-184,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"ENSG00000287472",1.23005780310295e-187,8.32623473501059,0.114,0,7.71369248325861e-183,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"ZNF423",1.8190621469097e-186,1.81277764429004,0.351,0.117,1.14073387232707e-181,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"CENPK",4.78217648619572e-186,1.21843756715492,0.481,0.209,2.99890287449334e-181,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"ENSG00000205037",8.84923933706535e-186,7.34246152697843,0.121,0.002,5.54935798827368e-181,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"ANO5",9.80680760532421e-181,3.18274029407843,0.177,0.022,6.14984904929881e-176,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"SOX2-OT",2.56525995604588e-179,2.51478336408443,0.217,0.039,1.60867451843637e-174,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"BAIAP2L2",2.56214055312993e-166,-4.45222842809298,0.022,0.123,1.60671834086778e-161,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
"RNU4-1",5.00228292137939e-160,2.10196914260101,0.295,0.094,3.13693161999702e-155,"1","media_treated","week12","IGRApos_Med_12wk_vs_IGRAneg_Med_12wk"
