"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","stim","timepoint","comparison"
"RAB38",2.80119616163737e-20,-6.51446350840839,0.007,0.265,1.7566301129628e-15,"11","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"ENSG00000265749",1.86618120552173e-18,-7.47450138006267,0.004,0.23,1.17028223398268e-13,"11","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"EPHA5-AS1",2.83088254733316e-15,-7.10287557085418,0,0.17,1.77524644543262e-10,"11","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"EEF1A1",4.59504153488766e-14,-0.913166988524311,0.717,0.885,2.88155054652805e-09,"11","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"FPR1",1.20229815922708e-12,-6.69799512571723,0,0.13,7.53961175651303e-08,"11","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"RNF149",6.92699424750756e-11,1.18569396088665,0.88,0.765,4.34391809261199e-06,"11","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"NBPF26",1.01802367923571e-10,-2.02324794914201,0.057,0.245,6.38402649248712e-06,"11","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"ENSG00000235140",2.86171006568936e-10,8.63962058179683,0.138,0,1.7945783821938e-05,"11","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"TRAC",3.26977185463637e-10,-1.03158278084662,0.449,0.7,2.05047393004246e-05,"11","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"BCAS1",1.23325157515359e-09,4.24298648767778,0.159,0.005,7.73372062778819e-05,"11","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"NECTIN2",1.93242716019992e-09,-3.54370009120376,0.018,0.155,0.000121182507216137,"11","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"EEF2",3.51193159381849e-08,-0.76942466727827,0.678,0.84,0.00220233230248357,"11","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"MT-RNR2",3.78819415199039e-08,-0.225287627965842,0.887,0.99,0.00237557655271317,"11","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"FMN1",3.90253941724643e-08,-0.932672054297945,0.357,0.615,0.00244728246855524,"11","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"LRRC4C",5.19201707515219e-08,4.30732840256643,0.177,0.02,0.00325591390782794,"11","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"TPT1",5.88631310387183e-08,-0.846276101429778,0.664,0.835,0.00369130694743802,"11","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"STEAP1B",8.78578730070101e-08,-0.8468538134688,0.682,0.825,0.0055095672162696,"11","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"EEF1G",8.95168792794169e-08,-0.851102039095666,0.385,0.6,0.00561360349961224,"11","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"PABPC1",9.60717734447103e-08,-0.691205123965144,0.912,0.98,0.00602466091271779,"11","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"BLK",1.03134541452607e-07,-1.3308535303196,0.314,0.505,0.00646756709449296,"11","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
