"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","stim","timepoint","comparison"
"ENSG00000235140",5.45793903944313e-17,9.0998654006962,0.296,0,3.42267357163479e-12,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"UTY",2.2206254565959e-13,1.00151227219395,0.814,0.428,1.39255422383129e-08,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"XIST",2.62338251974474e-12,-1.85042235730857,0.132,0.449,1.64512317813192e-07,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"HLA-C",5.49236633704885e-12,-0.682250295059521,0.884,0.906,3.44426292996333e-07,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"PRKY",8.21633937719545e-12,1.13806393827304,0.779,0.406,5.15246642343927e-07,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"LRRC4C",1.54214807409942e-10,3.95478481597314,0.313,0.043,9.67081057267747e-06,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"BCAS1",1.76430330116041e-10,4.70091329954488,0.243,0.014,1.10639460015769e-05,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"IL18RAP",1.95844961953872e-10,1.57919691963614,0.642,0.333,1.22814375641273e-05,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"SRPRB",8.60153478850216e-10,-5.10195633402714,0.062,0.181,5.39402246586971e-05,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"DIP2A",8.9131742270798e-10,1.06908842633687,0.857,0.652,5.58945155780174e-05,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"CPLX4",9.34509870091186e-10,6.178382926406,0.175,0,5.86031139534183e-05,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"FGF14",1.15876190729881e-09,4.43971509186939,0.251,0.022,7.26659592067081e-05,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"ALK",4.81375767040905e-09,-4.85449916327302,0.019,0.152,0.000301870743511352,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"TRAF1",8.21517970243624e-09,-1.38687544569361,0.496,0.667,0.000515173919139776,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"ENSG00000227803",2.01832160614012e-08,2.26053591262826,0.334,0.072,0.00126568947921047,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"TMEM63C",4.03104597275443e-08,-3.92781211397331,0.038,0.181,0.0025278689295143,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"ENSG00000254135",6.80341923434721e-08,-6.50658717208293,0.003,0.109,0.00426642420185913,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"SMAD3",1.05308572540126e-07,-0.636437574728709,0.919,0.986,0.00660390058399133,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"POU2F2",1.17285850117878e-07,-1.38287698148925,0.307,0.514,0.00735499566089213,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"ENSG00000267098",1.98047349425787e-07,-5.47183817308141,0.005,0.109,0.0124195492824911,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"EEF1A1",3.1524402560892e-07,-0.647048215985031,0.768,0.87,0.0197689528459354,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"ENSG00000289439",4.0650162686005e-07,-1.12728668670074,0.35,0.558,0.0254917170203937,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"FOXO6",4.2525879113186e-07,5.00568061147411,0.129,0,0.0266679787918789,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"C4orf45",4.32425382170828e-07,-4.65149963536496,0.03,0.13,0.0271173957159326,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"DAB1",5.28075301021665e-07,-1.89255015817231,0.151,0.341,0.0331156021270686,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"ENSG00000284196",7.24037994673015e-07,-4.97963344236549,0.003,0.101,0.0454044226459448,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"ATM",9.22731222944653e-07,0.431382491279949,0.987,0.957,0.0578644749908592,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"LINC01915",9.36178564884388e-07,5.22575880021695,0.119,0,0.0587077578039,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"HIPK2",9.48868929889714e-07,-0.868531202965885,0.706,0.797,0.0595035705933839,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"PSD3",1.16226455547733e-06,-4.47605094156883,0.035,0.145,0.0728856102739836,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"ENSG00000243276",1.43417188598103e-06,4.18805292817108,0.181,0.022,0.0899369189698704,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"LINC01266",1.63893514995506e-06,-4.95602463860139,0.005,0.101,0.102777623253682,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"MIR3142HG",1.97902454647361e-06,-1.9750155627441,0.189,0.319,0.12410462930936,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"FLNA",2.28489051832291e-06,-0.738698077466512,0.682,0.783,0.14328548440403,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"USP9Y",2.60565475545536e-06,0.858124944251087,0.639,0.341,0.163400609714606,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"ENSG00000228334",3.01159245570766e-06,1.85629536737957,0.332,0.101,0.188856962897427,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"GMDS",3.82516952862864e-06,1.09525706122069,0.795,0.732,0.239876381140302,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"KDM6B",4.1548969046966e-06,-1.56601728027777,0.229,0.319,0.260553584893524,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"MTURN",4.68274386863589e-06,-1.31005644453926,0.197,0.348,0.293654868002157,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"HLA-A",5.55457857510669e-06,-0.469745310274994,0.935,0.964,0.34832762244494,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"ERN1",6.19433655056052e-06,0.984198500433521,0.685,0.464,0.38844684508565,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"RPL4",6.35130200757667e-06,-0.901310295417173,0.418,0.536,0.398290148895133,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"PLXNA4",6.42111582350198e-06,0.940227852011283,0.542,0.283,0.402668173291809,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"ENSG00000279317",7.10683663423126e-06,3.92550791133737,0.143,0.007,0.445669725332642,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"ITGA1",7.17008950031208e-06,-0.878443961819265,0.512,0.696,0.44963631256457,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
"NKG7",8.85987477540522e-06,-1.30804717654446,0.264,0.391,0.555602747165661,"13","media_treated","week44","IGRApos_Med_44wk_vs_IGRAneg_Med_44wk"
